ID,Q57,Q1,Q14,Q17,Q3,Q21,Q22,Region,Division,517,309,189,149,36,9,4,221,112,61,37,28,16,9,9,6,1,110,40,37,19,17,10,9,5,2,71,60,13,18,18,19,3,2,1,,
ID,Please select the statement belOw that best describes yOu.,Please select the statement belOw that best describes yOur current teaching Of biOinfOrmatics cOn...,Sex,"Highest earned degree. If ""other,"" please explain.",Which of the following best describes your level of bioinformatics training?,What is the Carnegie classification of your institution?,Is your institution classified as minority-serving?,Region,Division,What is preventing yOu frOm including biOinfOrmatics cOntent in these cOurses?,Faculty Issues - General,Faculty Issue - No Expertise/ Training,Faculty Issue - Time,Faculty Issue - Does not know how to design curricula or incorporate with existing curriculum,Faculty Issue - Lack of Faculty interest at Institution,Faculty Issues - Faculty is new to current Dept,Curriculum Issues - General,Curriculum Issue - Course Load Full/ No time/space for Content,Curric Issues - Does not Fit into current Current Course Structure,Curriculum Issue - Time for Curriculum Development, Curric Issues - Lack of Curric Control/not in curent Curric.,Curric Issues - Bioinf. Taught in other courses at institution,Curric Issue - Class Size,Curric Issues - Plans to teach Bioinf. In the future (but not currently available),Curric Issue - Bioinfo Conent too Massive,Curric Issues - Content needs to be introduced in multiple courses,Resource Issues - General,Resources - Access to Quality Exercises/ Content,Resources - Access to developed Bioinf Lesson Plans/Bioinf Curric,Resources - Access to Approp Introductory Content,Resources - Unable to identify/access best current Bioinf material,Resource Issues - Funding,Resource Issues - Not available in course textbook,Resource Issues - Access to Quality Online Exerices/Conent,Resource Issues -TA's lack approp skils,Student Issues - General,Student Issues - UG Students Lack Approp Background Knowledge,Student Issues - Lack of interest in topic,Facilities Issues - General,Facilities Issue -Access to Appropriate Facilities/ Equipment,Inst/Dept. Support - General,Inst/Dept Issues - Institutional Inertia,State restrictions,Not accredited,,
647,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,Not an expert,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,1,4,2,4,9,4,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,1,3,2,4,2,4,3,WE,9,time available for covering the material,1,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
650,1,4,2,4,2,4,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,1,3,2,4,2,4,3,SO,5,There is really very little space in teh course for such instruction.,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,1,4,2,4,2,4,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,2,3,2,2,2,1,1,NE,2,I do not know the math abilities of my students and how competent they are with statistical programs,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
654,1,2,1,4,2,4,3,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,2,3,1,4,8,1,1,SO,7,I teach biology and bioinformatics in not included in the course. Most of the time I follow  what is in the biology book,,,,,,,1,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,
656,2,3,1,2,4,2,2,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,1,3,2,4,2,4,1,NA,NA,Mostly because of time constraints,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1,3,1,4,2,4,2,WE,9,Challenges in developing and incorporating curriculum that further satisfies quantitative reasoning requirement at freshman level,1,,,1,,,,,,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,
659,1,3,1,4,2,5,1,WE,9,Time to do development,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
660,1,2,1,4,8,3,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,1,1,1,4,3,2,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1,1,2,4,3,2,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,1,3,2,4,3,#NULL!,1,SO,5,"I am a new faculty in my university at the moment. However, I am determined to influence the courses I am assigned and teach as times go on, with substancial bioinformatics content",1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
665,1,1,1,4,9,4,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,1,3,1,4,3,3,2,NE,1,Time to acquire facility with tools and modify current curriculum to include bioinformatic content.,1,,1,,,,1,,,1,,,,,,,1,,,,,,,,,,,,1,1,,,,,,
668,1,2,1,4,2,3,2,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,2,3,1,2,1,1,2,MW,3,I don't know enough about it- don't have a comp sci background,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,An easy to deploy investigative unit.  Developing lab curriculum from the ground up is time consuming and not always possible.,1,,1,,,,1,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,
672,1,2,2,4,2,3,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,1,3,3,2,1,5,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,1,1,2,4,9,4,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,1,3,1,4,2,4,2,SO,5,I really have no background in this subject.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,3,#NULL!,2,2,2,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,3,#NULL!,1,4,9,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,1,3,2,4,3,3,3,WE,8,Software and training,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,1,1,3,4,8,3,3,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,1,3,2,4,3,2,2,NE,2,I don't know much bioinformatics myself,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,1,1,1,4,8,2,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,#NULL!,#NULL!,2,4,2,1,1,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,1,1,2,4,9,4,3,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,Too much other material to cover,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,1,3,2,4,2,2,3,MW,3,"No expertise at our small college.With my advising, 1 student recently entered a bioinformatics graduate program.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1,1,2,4,3,2,1,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,2,2,1,5,2,1,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,1,4,2,4,3,4,2,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1,3,1,4,3,2,3,NE,1,"The course I teach is Directed Research, a senior capstone class.  I would like to integrate bioinformatics in to each student's project, but lack the expertise.  I am a microbiologist by training.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1,3,2,4,1,3,1,WE,8,"The Unniversity mandates covering so much information in Introductory General Biology, that I don't have time to cover any bioinformatics.",,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,1,3,1,4,1,2,2,MW,4,I don't know anything about it!,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,1,3,1,4,2,5,1,SO,6,I only teach general biology.,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1,2,2,4,3,2,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,"I am personally lacking in bioinformatics skills, and leave this responsibility to other department members.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,1,2,2,4,7,2,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,1,2,2,4,2,3,2,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,1,3,2,4,2,2,3,NE,1,"Lack of timeUnfamiliar with models for easily integrating bioinformatics content",1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1,3,2,4,2,3,3,WE,9,"limited time in the course to provide necessary background, limited student background knowledge",,,,,,,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
703,1,2,1,4,2,3,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,time to complete other stated core competencies,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1,3,1,4,2,2,2,MW,4,"Time to really learn about it all myself, as it is not my specialty.",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,1,1,2,4,2,3,2,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1,3,1,4,3,3,1,SO,7,lack of background/preparation,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1,2,2,4,2,5,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1,2,3,4,3,2,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1,3,2,4,1,2,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,1,2,1,4,3,3,2,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,#NULL!,#NULL!,2,4,8,3,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,2,2,1,2,2,1,2,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,1,3,1,4,2,3,1,NE,2,"My courses are more on the organismal end of the spectrum, as is my training.  Would need to work out the learning curve but tie to evolution in some way",1,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,2,3,1,4,3,1,2,SO,7,lack of time in the course--covering other content,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,2,2,2,4,2,1,3,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,2,3,2,4,3,1,3,NE,2,Time and related context,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,2,3,2,2,8,1,1,SO,5,"lack of prerequisite math knowledge, free materials for instructors and students to use.",,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,1,,,,,,,,,
721,#NULL!,#NULL!,1,2,8,1,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1,2,1,4,2,2,2,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,1,3,2,4,2,2,2,MW,3,there is a separate Bioinformatics course in the department,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
724,1,3,1,4,1,2,1,SO,5,Lack of training,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,#NULL!,#NULL!,2,4,2,3,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,1,4,2,4,1,4,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,1,1,2,4,3,2,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,1,3,1,4,8,2,3,MW,4,Current course load,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,1,4,1,4,2,4,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,1,3,2,4,7,2,2,NA,NA,other course requirements,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,1,3,2,4,2,3,3,SO,7,I have no training in bioinformatics nor do I understand the relevance to biology at the sophomore level.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,1,3,2,4,8,4,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,1,3,2,4,2,3,1,MW,3,time and info,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,1,2,2,4,3,3,2,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,1,3,2,4,2,2,2,MW,3,time needed to devote to other topics in the one biostats course we have,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,1,3,2,4,2,2,3,MW,3,The density of topics needed to be covered in an introductory biology course.,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,2,3,2,4,2,1,1,MW,3,Time,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,1,3,1,4,2,4,2,WE,9,We have a dedicated course for which I do not teach,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
742,1,2,2,4,7,2,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,#NULL!,#NULL!,2,4,1,2,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,#NULL!,#NULL!,2,4,3,3,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,1,3,2,4,1,4,3,SO,5,"Knowledge of Bioinformatics tools, large class sizes, appropriate starting point to introduce students to topic.",1,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
746,1,4,2,4,2,4,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,1,2,3,4,2,2,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,1,1,2,4,3,2,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,2,3,1,2,8,1,3,MW,3,"Solid background in the informatics part of bioinformatics.  Also, access to funds for developing the projects/curriculum.",1,1,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,
751,1,4,2,4,1,5,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,1,3,1,4,1,2,2,MW,4,"Bioinformatics was not a significant component of the materials I ""inherited"" and I haven't had a lot of time for course improvement. I am have been guilty of simply teaching things the same way I have always done them due to time constraints, but would rally love to develop new course content/delivery methods.",1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
754,1,3,3,4,3,2,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,2,3,1,4,3,1,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,2,3,1,2,1,1,1,WE,9,"1. Time- what would I leave out in order to cover bio informatics2. my knowledge base- don't know much about the topic3.",1,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,1,2,1,4,3,2,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,1,1,2,4,2,3,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,2,2,1,2,8,1,3,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,2,2,1,2,2,1,1,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,2,3,1,2,2,1,1,SO,7,Time--what content to leave out to include bioinformatics content; also curriculum development time and compensation,1,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
763,2,3,1,2,3,1,1,WE,9,Time in the course schedule ( we are on trimesters) and the high learning curve on the currently available software.,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,1,3,2,4,2,5,3,MW,4,Lack of familiarity with the field and its methods.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,1,2,2,4,2,2,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,1,3,1,4,2,2,2,MW,3,"Easy access to well-structured, existing exercises that I can test-run myself and then modify for my needs.",,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,
767,1,3,1,4,8,3,2,MW,3,"We have so much other content to teach, all of it important.",,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,2,2,1,4,3,1,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,1,2,1,4,3,3,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,1,3,2,4,8,2,3,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,1,3,2,4,2,3,1,WE,8,I think it's resistance to change.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
773,1,3,2,4,1,3,1,WE,8,Lack of in depth knowledge on the topic.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,1,2,2,4,8,2,2,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,1,3,1,4,3,2,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,1,1,2,4,2,2,1,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,1,3,1,4,2,2,1,NE,1,I do include one lecture/lab- the students don't like it- so I don't do more-- plus there is so many other things I need to teach.,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,4
778,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,2,3,1,2,3,1,3,SO,5,Not included in the course outcomes,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,1,2,1,4,3,2,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,2,3,1,4,8,1,1,SO,5,Rigid curriculum in order to comply with articulation agreements. Budget. Lack of student preparedness.,,,,,,,1,,1,,1,,,,,,1,,,,,1,,,,1,1,,,,,,,,,
782,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,2,3,2,4,8,1,1,SO,5,"know how,  finding interesting problems to address in an undergraduate class.",1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,
784,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,Simply haven't gotten around to including more than a bit.  I'm just getting back into teaching after a stint in administration.,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
786,1,2,2,4,3,2,3,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,1,3,1,4,2,2,3,MW,4,"Amount of content that needs to be covered.Lack of developed curricula that I can ""plug in"" without enormous prep time.  Often this is due to online tools changing between when I try to write an activity and when we actually do it in class.",1,,1,,,,1,1,,1,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,
788,1,3,2,4,3,2,3,MW,4,"convincing my teammates to alter current curriculum.I could create a stand alone bioinformatics course, but budget crunches make it difficult to offer courses that are not considered ""normal"" life science courses",1,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
789,1,1,2,4,8,5,1,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,1,3,3,4,4,3,2,MW,3,not well versed in the programming methods,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,1,2,2,4,2,2,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,2,3,1,3,1,1,3,SO,5,Would require adjusting the content taught,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,1,2,2,4,2,2,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,2,3,2,2,1,1,1,MW,3,"time, hardware/software and my limited experience with current use of bioinformatics",1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
797,2,2,1,4,8,1,3,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,2,3,1,2,2,1,3,NE,2,Lack of time/resources.,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
799,2,3,2,2,2,1,3,NE,2,Bioinformatics is not currently included in the college's learning objectives for any biology course. I need to sneak it in!,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
800,2,3,1,2,9,1,3,MW,3,not a competency,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
801,1,2,1,4,2,2,2,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,3,#NULL!,1,2,8,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,1,3,1,4,3,2,2,MW,3,My own experience/knowledge,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,Taught in other courses at this institution.,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
806,2,3,1,4,9,1,1,SO,5,adminstration is reluctant to the addition of new classes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
807,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,The administration is not fully convinced that bioinformatics must be taught at the undergraduate level,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,
810,1,4,1,1,8,4,2,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,2,3,1,4,2,1,1,WE,9,simple and straightforward curriculum. I teach community college students so a very basic introduction to bioinformatics would be desired,,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,1,,,,,,,,,
812,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,1,3,1,4,2,3,3,SO,7,Not enough training in this area,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,1,3,1,4,3,3,1,NE,1,I am an Adjunct Faculty and I do not have authorization to choose the contents of the already prepared syllabus.,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
815,1,3,3,4,6,2,3,MW,4,Time and Materials,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
816,1,3,1,4,1,2,3,MW,4,I do not know enough about it to incorporate it.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,1,1,2,4,3,2,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1,3,1,4,2,3,2,SO,5,Not enough knowledge base of my own,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,2,3,1,4,1,1,1,SO,7,"Lack of training. I do some fingerprint analysis, but would like to do more.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,2,3,1,2,3,1,1,SO,7,lack of funding and training,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
821,1,3,1,4,8,5,1,WE,8,costs of software,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
822,1,3,1,4,1,5,2,SO,5,There are few labs/activities available that I can easily insert into my course.  The ones I've found would require a lot of work to either prepare my students for the material or clean up the material to be simple enough for my students.,,,,,,,,,,,,,,,,,1,,1,1,,,,,,1,1,,,,,,,,,
